Job_Title,Company_Name,Location,Summary,Days_Posted_Ago
IT Operations Analyst III,MoneyGram,"Mumbai, Maharashtra","Applies creative thinking and analysis to develop new concepts for ongoing data into information.
Analyzes data and prepares reports showing the performance of…",30+ days ago
Data Scientist,Canary Health Technologies,"Mumbai, Maharashtra",This project requires a data scientist to build a python-based classification model prototype that analyses raw data files and establishes output data ranges…,30+ days ago
Analyst - Analytics,Colgate-Palmolive,"Mumbai, Maharashtra","Experience with third-party data i.e., syndicated market data, Point of Sales, etc.
Update and manage master data sets.
Become part of our team.",29 days ago
Business Data Analyst - (3 to 7 Years of Experience),Capco,"Mumbai, Maharashtra","\* Reporting - Document reports and metrics required to measure data quality based on critical data attributes .
Salary : As per company standard.",30+ days ago
Business Analyst with Capital Market /Investment Banking Dom...,Capco,"Mumbai, Maharashtra","Capco is a global business and technology consultancy dedicated solely to the Financial Services (FS) industry, with over 26 offices in Asia, North America and…",30+ days ago
Global Billing Operations - Client Set-up _ Team Lead,State Street,"Bengaluru, Karnataka","Experience with preparation of budgets for multi-national companies.
Ability to multi-task and work under high pressure deadlines.
This is a visible role.",1 day ago
Hybris Business Analyst,Alcon,"Bengaluru, Karnataka",Ensure that relevant stakeholders are involved in specification of new services and/or major upgrades to existing services • Perform in a functional expert role…,30+ days ago
CS - GTRS - Advanced Analyst,EY,"Bengaluru, Karnataka","Experience in working in a multi-cultural and team environment You will need to:
Handle a portfolio of GCR clients and a team of analysts.",2 days ago
SYSTEMS ADMINISTRATION ANALYST,NTT DATA Services,"Bengaluru, Karnataka","By hiring the best people and helping them grow both professionally and personally, we ensure a bright future for NTT DATA Services and for the people who work…",Today
Business Analyst,Amazon Pay(India) Private Lmtd,"Bengaluru, Karnataka","Amazon offers services to retailers in India to sell on www.amazon.in and grow multi-channel commerce.
Ability to take complex business problems and translate…",4 days ago
Advisor Business Analyst (51000020),DXC,"Bengaluru, Karnataka","May plan, allocate and monitor work of other business analysts.
Performs complex analyses of business goals, objectives and needs of the general business…",2 days ago
Professional 1 Business Analyst,DXC,"Bengaluru, Karnataka",Assists in outlining new product/service business case justification to ensure that the proposed solution is capable of delivering articulated business benefits…,2 days ago
Consultant – Business Analyst,D Cube Analytics,"Bengaluru, Karnataka","Ability to translate a Business Questions into Analytics Problem to develop business rules, process flow and methodology for analysis.",1 day ago
ACM -Business Analyst,LT Technology Services,"Bengaluru, Karnataka",Responsible to provide feedback and input to Tech Lead/Manager on the performance of people under supervision to this role.,3 days ago
Business Analyst,ADCI - Karnataka,"Bengaluru, Karnataka","3+ years relevant business analysis experience.
Translate business issues into questions that can be answered with data.
Bachelor's degree in STEM or Business.",Today
Business Analyst With Temenos T24_Contract@ Bangalore ( Whit...,Smartedge solutions,"Bengaluru, Karnataka","Business analyst: 5 years (Preferred).
Smartedge's client is looking for “Business Analyst With Temenos T24\_Contract@ Bangalore, .",3 days ago
Systems Support Analyst 4,WELLS FARGO BANK,"Bengaluru, Karnataka","Ability to productively multi-task and manage multiple concurrent issue resolution work-streams, project deliverables across portfolio in an agile way with…",Today
Business Analyst with Wealth Management (7+ yrs exp),Capco,"Bengaluru, Karnataka","\*Exposure to business case development and a sound understanding of how design enablers underpin business benefits.
Experience Range: 7-12 Years.",30+ days ago
Business Analyst for SAP (APO)+ (PPPI) (Functional) in Manuf...,Novo Nordisk India,"Bengaluru, Karnataka","Are you enthusiastic about understanding the business and bringing attention to key business challenges?
The systems are used on a global scale by all areas of…",30+ days ago
Data Scientist 1,PayPal,"Bengaluru, Karnataka","Strong analytical skills - ability to build quick estimates using back-of-the-envelope analysis, structure (and, if needed, execute) more complex analyses, pull…",25 days ago
Data Analyst 2,PayPal,"Bengaluru, Karnataka","Strong analytical skills - ability to build quick estimates using back-of-the-envelope analysis, structure (and, if needed, execute) more complex analyses, pull…",29 days ago
Advanced Business Analyst- novoFMS,Novo Nordisk India,"Bengaluru, Karnataka","Are you enthusiastic about understanding the business and bringing attention to key business challenges?
We are proud to use our dedication and our capabilities…",30+ days ago
Business Analyst for Warehouse Management and Advanced Track...,Novo Nordisk India,"Bengaluru, Karnataka","We are closely engaged with all Novo Nordisk business areas, to identify and implement optimal solutions for the business.
Good experience within SAP WM and HU.",30+ days ago
Business Analyst (Basel) with Capital Market Domain (8+ Year...,Capco,"Bengaluru, Karnataka","Business analyst: 7 years (Required).
Able to build strong relationships with other risk functions and business units ·.
Effective management of the team.",30+ days ago
Business Analyst with Wealth Management (7+ yrs exp),Capco,"Bengaluru, Karnataka","\*Exposure to business case development and a sound understanding of how design enablers underpin business benefits.
Experience Range: 7-12 Years.",30+ days ago
Managment Trainee - Business Analysts,Yellow Buds,"Bengaluru, Karnataka","Research, identify, and specify solutions to problems from business view.
Act as a liaison between product manager and technical solutions/support groups, using…",3 days ago
Business Analyst,ITC Infotech India Ltd,"Bengaluru, Karnataka","Requirement analysis, creation of business requirement document.
Business Analyst - BE - 4 May - Project ID - 6504 - 2 No.",10 days ago
Business Intelligence Analyst,NetApp,"Bengaluru, Karnataka",The Market Intelligence Strategist collects and analyzes business and market data and turns it into insights to support strategy and business decision.,3 days ago
Operations Analyst - India,Silicon Valley Bank,"Bengaluru, Karnataka","Strong ability to multi-task, handle high volumes, and support cross-functional teams.
Responsible for processing expertise when performing the department’s…",2 days ago
Business Analyst,Brilyant IT Solutions,"Bengaluru, Karnataka","Ability to multi-task, work under pressure and meet deadlines required.
2-3 years of good understanding of business analysis concepts & procedures.",17 days ago
CBCO - CBI - Operation Analyst,JP Morgan Chase,"Bengaluru, Karnataka","Our wholesale businesses include J.P.
J.P. Morgan in India provides a comprehensive range of Corporate & Investment Banking, Commercial Banking, Asset & Wealth…",8 days ago
Business Analyst,Coursopedia,"Bengaluru, Karnataka","Being a highly data-driven product team, the data analyst role will help drive product insights and effectively the direction of the product.",30+ days ago
"AVP, Business Analyst - RPA Engineering",Standard Chartered,"Bengaluru, Karnataka","Highly motivated, results-driven, and able to multi-task.
We are a leading international bank focused on helping people and companies prosper across Asia,…",4 days ago
CS - GSA - Editorial and Reporting Specialist - Advanced Ana...,EY,"Bengaluru, Karnataka","Interested in the tax business.
We are looking for an editorial talent and expert for English language, who also has an eye for detail with regards to layout…",2 days ago
Info Security Analyst 1,WELLS FARGO BANK,"Bengaluru, Karnataka","Ability to quickly learn business operations and processes.
We are looking for talented people who will put our customers at the center of everything we do.",Today
Data Scientist 1,PayPal,"Bengaluru, Karnataka","Strong analytical skills - ability to build quick estimates using back-of-the-envelope analysis, structure (and, if needed, execute) more complex analyses, pull…",25 days ago
Hybris Business Analyst,Alcon,"Bengaluru, Karnataka",Ensure that relevant stakeholders are involved in specification of new services and/or major upgrades to existing services • Perform in a functional expert role…,30+ days ago
Data Analyst 2,PayPal,"Bengaluru, Karnataka","Strong analytical skills - ability to build quick estimates using back-of-the-envelope analysis, structure (and, if needed, execute) more complex analyses, pull…",29 days ago
Advanced Business Analyst- novoFMS,Novo Nordisk India,"Bengaluru, Karnataka","Are you enthusiastic about understanding the business and bringing attention to key business challenges?
We are proud to use our dedication and our capabilities…",30+ days ago
Data Scientist 1,PayPal,"Bengaluru, Karnataka","Strong analytical skills - ability to build quick estimates using back-of-the-envelope analysis, structure (and, if needed, execute) more complex analyses, pull…",25 days ago
Business Analyst with Wealth Management (7+ yrs exp),Capco,"Bengaluru, Karnataka","\*Exposure to business case development and a sound understanding of how design enablers underpin business benefits.
Experience Range: 7-12 Years.",30+ days ago
Business Analyst (Basel) with Capital Market Domain (8+ Year...,Capco,"Bengaluru, Karnataka","Business analyst: 7 years (Required).
Able to build strong relationships with other risk functions and business units ·.
Effective management of the team.",30+ days ago
Product Analyst-Claim Adjudication Process-US Health Care Do...,Addpro Network pvt ltd,"Bengaluru, Karnataka","Writes business requirements and supports the development of use cases.
_The above cited duties and responsibilities describe the general nature and level of…",4 days ago
Lead Business Analyst,Multi Recruit,"Bengaluru, Karnataka","Agile learner to become a trusted subject matter expert and explorer in business domains and capabilities assigned.
8+ Years of SAP experience.",11 days ago
Business Analyst - CRM,Analytics Quotient,"Bengaluru, Karnataka","Understand analysis framework, data requirements, run/code analysis, and report/discuss results.
Create and conduct quality control checks on data from initial…",30+ days ago
Process Analyst - India,Silicon Valley Bank,"Bengaluru, Karnataka","Develop analytical business cases that justify recommendations to the business.
Collaboration with business partners will be critical to ensuring successful…",8 days ago
TTT_Business Analyst_ Senior,EY,"Bengaluru, Karnataka","Team handling / people management skills.
Determines operational objectives by studying business functions; gathering information; evaluating output…",1 day ago
Monitoring Analyst,PayPal,"Bengaluru, Karnataka","Contact customers (businesses) & issuing banks to understand businesses and validate transactions as necessary.
You can use PayPal anytime, anywhere, any way.",3 days ago
IS Business Analyst,ABB,"Bengaluru, Karnataka","Bachelor’s degree or equivalent in computer science, engineering or business management.
Perform various ABB business analyses to support decisions regarding IS…",3 days ago
Business Analyst,Involvio,"Bengaluru, Karnataka","This role will work with company leadership in a variety of tasks that support our overall business; such as product development, engineer-business relationship…",30+ days ago
Senior Business Systems Analyst,Cerner Corporation,"Bengaluru, Karnataka","Consult with business stakeholders and participate in cross-functional teams to address business issues.
Participate in identified business initiatives and…",Today
Risk - CCB - Risk Reporting - Analyst,JP Morgan Chase,"Bengaluru, Karnataka","Minimum 2 years of relevant business analysis experience.
Perform data reconciliation and analyze impact to the business based on the results.",1 day ago
Hybris Business Analyst,Alcon,"Bengaluru, Karnataka",Ensure that relevant stakeholders are involved in specification of new services and/or major upgrades to existing services • Perform in a functional expert role…,30+ days ago
Business Analyst for Warehouse Management and Advanced Track...,Novo Nordisk India,"Bengaluru, Karnataka","We are closely engaged with all Novo Nordisk business areas, to identify and implement optimal solutions for the business.
Good experience within SAP WM and HU.",30+ days ago
Data Analyst 2,PayPal,"Bengaluru, Karnataka","Strong analytical skills - ability to build quick estimates using back-of-the-envelope analysis, structure (and, if needed, execute) more complex analyses, pull…",29 days ago
Advanced Business Analyst- novoFMS,Novo Nordisk India,"Bengaluru, Karnataka","Are you enthusiastic about understanding the business and bringing attention to key business challenges?
We are proud to use our dedication and our capabilities…",30+ days ago
Sr. Operations Analyst- India,Silicon Valley Bank,"Bengaluru, Karnataka","Strong ability to multi-task, handle high volumes, and support cross-functional teams.
Responsible for processing expertise when performing the department’s…",1 day ago
Analyst,Northern Trust Corp.,"Bengaluru, Karnataka"," Proven ability to build strong relationships with partners on site/ across business lines/ juniors and seniors.
 A client focused approach.",4 days ago
Digital Marketing Analyst,Nispaara Solutions,"Bengaluru, Karnataka","Knowledge in SEO, SEM, blogging and business analytics.
Nispaara, a leading Digital Marketing Company seeks Digital Marketing Analyst; who will handle…",5 days ago
Guidewire Business Analyst,UST Global,"Bengaluru, Karnataka","Strong domain knowledge of Insurance business.
Works closely with the business to ensure products maintain overall system integrity, process efficiency and data…",8 days ago
CDTS Analyst,Accenture,"Bengaluru, Karnataka","Corporate Functions—including Human Resources, Finance, Legal, Marketing Communications, and Workplace Solutions- powers Accenture’s people across industries…",16 days ago
Data Analyst- Remote,Starkflow,"Bengaluru, Karnataka","Understanding of the business domain and the interaction of business processes with data entities/elements.
Active data stewardship is essential for master data…",1 day ago
Business Planning Manager II,Hewlett Packard Enterprise,"Bengaluru, Karnataka","Experience as a business analyst or comparable role and at least 8-10 years of relevant experience solving analytical problems using quantitative methods,…",Today
Agile Business Analyst - Access Management - APIs,JP Morgan Chase,"Bengaluru, Karnataka","Ability to develop and articulate well thought out business case and its financial / bottom line impacts.
Prioritize issues and business as usual work alongside…",Today
Business Analyst,Quanticate,"Bengaluru, Karnataka",To manage and ensure the timely provision of all contractual and people related data in the Quanticate Groups project management application.,9 days ago
IT Business Analyst - SFDC,Philips,"Bengaluru, Karnataka","Proven knowledge of business process and its KPI’s, including best practices to support the relevant business processes {Sales and Services processes}.",10 days ago
Data Scientist 1,PayPal,"Bengaluru, Karnataka","Strong analytical skills - ability to build quick estimates using back-of-the-envelope analysis, structure (and, if needed, execute) more complex analyses, pull…",25 days ago
Advanced Business Analyst- novoFMS,Novo Nordisk India,"Bengaluru, Karnataka","Are you enthusiastic about understanding the business and bringing attention to key business challenges?
We are proud to use our dedication and our capabilities…",30+ days ago
Data Analyst 2,PayPal,"Bengaluru, Karnataka","Strong analytical skills - ability to build quick estimates using back-of-the-envelope analysis, structure (and, if needed, execute) more complex analyses, pull…",29 days ago
Global Billing Operations - Client Set-up _ Team Lead,State Street,"Bengaluru, Karnataka","Experience with preparation of budgets for multi-national companies.
Ability to multi-task and work under high pressure deadlines.
This is a visible role.",1 day ago
Business Analyst with Wealth Management (7+ yrs exp),Capco,"Bengaluru, Karnataka","\*Exposure to business case development and a sound understanding of how design enablers underpin business benefits.
Experience Range: 7-12 Years.",30+ days ago
Data Science modelers,Infosys Limited,"Bengaluru, Karnataka","Basic understanding of data warehouse architecture,.
Assist clients in identifying type of analytics and management data that will directly relate to improving…",30+ days ago
Hybris Business Analyst,Alcon,"Bengaluru, Karnataka",Analyze and refine requirements for delivering the necessary technology service to business The Business Process Expert will work closely with the business and…,30+ days ago
Reference Data Operator,Deutsche Bank,"Bengaluru, Karnataka","Responsible for verification of Client data.
Responsible for verification of Client data.
The Reg & Tax analyst role is an operations function where you will be…",1 day ago
Data Analyst- India,Silicon Valley Bank,"Bengaluru, Karnataka","Gather, model and analyze data to test hypotheses and size opportunities of major change programs and process improvement projects and apply analytical /…",18 days ago
Data Analyst,Postdot Technologies,"Bengaluru, Karnataka",We believe in democratisation of data and work towards building data products so that decision making through data is as self-served as possible.,17 days ago
Reporting and Data Analyst,Merck KGaA,"Bengaluru, Karnataka","Experience using big data analytics applications and programs such as R preferred.
Proficient working with extracting, formatting, validating and analyzing…",14 days ago
Assoc Contracts Analyst,IQVIA,"Bengaluru, Karnataka",IQVIA™ is the leading human data science company focused on helping healthcare clients find unparalleled insights and better solutions for patients.,2 days ago
Data Analyst,Unacademy,"Bengaluru, Karnataka","Acquire data from primary or secondary data sources and maintain databases/data systems.
Develop and implement databases, data collection systems, data…",30+ days ago
Data Analyst,Proziod,"Bengaluru, Karnataka","Duties include manipulation of data between various systems, data quality verification, publishing actionable data in standard reporting formats, reviewing…",30+ days ago
Data Research Analyst,William O’Neil India,"Bengaluru, Karnataka","Assist where required in data projects and testing.
To continue to provide expert data maintenance where required.",30+ days ago
Data Analyst,Outsource Bigdata,"Bengaluru, Karnataka",Added advantage if you have experience of working with API’s used to extract web data - dimensional data from databases and web is an added advantage.,30+ days ago
Cybersecurity Analyst,Aparajita Consultancy Services,"Bengaluru, Karnataka","Working knowledge on data security and data loss prevention.
Preferably with skills and experience working with Internet Security, Networking Technologies,…",18 days ago
Integration Specialist for a Product Based Company,Shaw Academy,"Bengaluru, Karnataka","Write code to retrieve appropriate data as derived from requirements.
Build reports and/or data extracts to support business analysis.",23 days ago
DATA SUPPORT ANALYST (Minimum 6 yr Exp.),Capco,"Bengaluru, Karnataka","Data support analyst: 6 years (Required).
Execute complex tasks – debugging/tracing data thru code, write complex sql queries, stored procedures, views, data…",30+ days ago
Business Analyst (Basel) with Capital Market Domain (8+ Year...,Capco,"Bengaluru, Karnataka",Understanding of full trade lifecycle preferred (not mandatory) · Ability to analyse large volumes of data and understand commonalities in data ·.,30+ days ago
Advanced Business Analyst- novoFMS,Novo Nordisk India,"Bengaluru, Karnataka","Does your motivation come from challenges and working in a dynamic environment?
Is your ambition to create visible results?
Trained in Agile/SAFe methodologies.",30+ days ago
Data Scientist,HP,"Bengaluru, Karnataka","Ability to merge different data sources, analyze data and conduct regression analyses (incl. Probit/Logit and other GLM) is required.",8 days ago
Data Science modelers,Infosys Limited,"Bengaluru, Karnataka","Basic understanding of data warehouse architecture,.
Assist clients in identifying type of analytics and management data that will directly relate to improving…",30+ days ago
Global Billing Operations - Client Set-up _ Team Lead,State Street,"Bengaluru, Karnataka","Collection of raw data used in the billing process including execution of data quality controls.
May provide guidance to less seasoned analysts.",1 day ago
Integration Specialist for a Product Based Company,Shaw Academy,"Bengaluru, Karnataka","Write code to retrieve appropriate data as derived from requirements.
Build reports and/or data extracts to support business analysis.",23 days ago
Data Analyst,Oktamatic Inc,"Bengaluru, Karnataka","Must have skills in data visualization with tools like Power BI, Tableau.
Must have data analysis skills using R or Python or other similar tools.",17 days ago
Data Analyst,Proziod Analytics,"Bengaluru, Karnataka","Proven working experience as a data analyst or business data analyst between 1 to 2 years.
The successful candidate will turn data into information, information…",30+ days ago
Data Analyst,Q-Dat IT Solutions,"Bengaluru, Karnataka","Graduate in the analytical fields with strong academic credentials.
Excellent written and verbal communication skills.
Please send your CV to:careers@q-dat.com.",30+ days ago
Space Mgmt Data and QC Processing Analyst,JP Morgan Chase,"Bengaluru, Karnataka","Understand the various mappings within the data and make suggestions to cleanse and improve data.
Ability to understand complex data.",1 day ago
Analyst,IQVIA,"Bengaluru, Karnataka","Good verbal/written communication and ability to understand/interpret clinical data.
IQVIA™ is the leading human data science company focused on helping…",Today
Partner Operations Analyst,"FireEye, Inc.","Bengaluru, Karnataka","Assist with integration & data migration projects.
This includes, but not limited to analyzing data and working with various global stakeholders to remediate…",Just posted
Immediate Hiring for Data Validation Analyst,Proziod Analytics,"Bengaluru, Karnataka","Processing, cleaning and verifying the integrity of data used for analysis.
Our competency lies in solving complex domain problems by leveraging technology and…",30+ days ago
ANALYST DATA & INSIGHTS II,TE Connectivity,"Bengaluru, Karnataka","Review data connection and data quality to ensure accuracy.
Oversee SMA integrations across platforms and vendors to ensure proper data connection and data flow…",Today
Planning Analyst,Flipkart,"Bengaluru, Karnataka","Ability to analyse large data and convert into simple presentable forms.
Proficient in problem solving involving large data sets &amp; advanced optimization…",2 days ago
Systems Support Analyst 4,WELLS FARGO BANK,"Bengaluru, Karnataka","Experience in data base concepts and support experience.
Wells Fargo & Company (NYSE: WFC) is a leading global financial services company with $2.0 trillion in…",1 day ago
DATA SUPPORT ANALYST (Minimum 6 yr Exp.),Capco,"Bengaluru, Karnataka","Data support analyst: 6 years (Required).
Execute complex tasks – debugging/tracing data thru code, write complex sql queries, stored procedures, views, data…",30+ days ago
Advanced Business Analyst- novoFMS,Novo Nordisk India,"Bengaluru, Karnataka","Does your motivation come from challenges and working in a dynamic environment?
Is your ambition to create visible results?
Trained in Agile/SAFe methodologies.",30+ days ago
Data Scientist,HP,"Bengaluru, Karnataka","Ability to merge different data sources, analyze data and conduct regression analyses (incl. Probit/Logit and other GLM) is required.",8 days ago
Hybris Business Analyst,Alcon,"Bengaluru, Karnataka",Analyze and refine requirements for delivering the necessary technology service to business The Business Process Expert will work closely with the business and…,30+ days ago
Financial Analyst,Privatecircle,"Bengaluru, Karnataka",Shareholder data Collection from Company Filings to Understand How to value unlisted Companies along with Shareholder Analysis.,30+ days ago
Business Analyst with Wealth Management (7+ yrs exp),Capco,"Bengaluru, Karnataka","We are looking for Business Analysts with Wealth Management or Private Banking experience only.*.
Capco is a global business and technology consultancy…",30+ days ago
Info Security Analyst 1,WELLS FARGO BANK,"Bengaluru, Karnataka","Through a framework that addresses policy, process, operations, people, and technology, ICS protects Wells Fargo's infrastructure, corporate data, and customer…",1 day ago
GCR US FSO - Advanced Analyst,EY,"Bengaluru, Karnataka","Validate by client data, interacting with U.S. teams.
Your main responsibility is to validate client data, analyze cash flow, portfolio and crude financial data…",2 days ago
Risk - CCB - Risk Reporting - Analyst,JP Morgan Chase,"Bengaluru, Karnataka","Hands on experience in data management.
Perform data reconciliation and analyze impact to the business based on the results.
What it Means To Work Here.",1 day ago
CS - GSA - Editorial and Reporting Specialist - Advanced Ana...,EY,"Bengaluru, Karnataka","We are looking for an editorial talent and expert for English language, who also has an eye for detail with regards to layout and formatting of PowerPoint files…",2 days ago
Business Analyst,DXC Technology,"Bengaluru, Karnataka","Business analyst: 9 years (Preferred).
DXC is hiring for Business Analyst role with US Healthcare domain experience.
Total work: 1 year (Preferred).",1 day ago
CB -Analyst -EDH - Data Operations Analyst,JP Morgan Chase,"Bengaluru, Karnataka","5.Identify, analyze and resolve data quality and processing issues.
The Data, Analytics & Tools (DAT) group is responsible for ensuring that the Commercial Bank…",2 days ago
Data Analyst,QubeRoot Analytics,"Bengaluru, Karnataka","Acquire data from primary or secondary data sources and maintain databases/data systems.
Acquiring data from primary or secondary data sources and maintaining…",30+ days ago
Reconciliation Production Analyst,Deutsche Bank,"Bengaluru, Karnataka","Ability to analyses custody data and references.
The role is required to backfill position in EMEA bookings team/Recon team .
Must have a knowledge of BBG/WMI.",6 days ago
Data Analyst( Retail Associate),eTeam InfoServices Pvt. Ltd,"Bengaluru, Karnataka",1 to 2 years of experience in data-driven business operations processes where associates are required to handle large volume of data as part of their daily…,8 days ago
Process Analyst - India,Silicon Valley Bank,"Bengaluru, Karnataka","Gather, model and analyze data to test hypotheses and size opportunities of major change programs and process improvement projects and apply analytical /…",8 days ago
Integration Specialist for a Product Based Company,Shaw Academy,"Bengaluru, Karnataka","Write code to retrieve appropriate data as derived from requirements.
Build reports and/or data extracts to support business analysis.",23 days ago
Global Billing Operations - Client Set-up _ Team Lead,State Street,"Bengaluru, Karnataka","Collection of raw data used in the billing process including execution of data quality controls.
May provide guidance to less seasoned analysts.",1 day ago
Data Scientist,HP,"Bengaluru, Karnataka","Ability to merge different data sources, analyze data and conduct regression analyses (incl. Probit/Logit and other GLM) is required.",8 days ago
DATA SUPPORT ANALYST (Minimum 6 yr Exp.),Capco,"Bengaluru, Karnataka","Data support analyst: 6 years (Required).
Execute complex tasks – debugging/tracing data thru code, write complex sql queries, stored procedures, views, data…",30+ days ago
Data Science modelers,Infosys Limited,"Bengaluru, Karnataka","Basic understanding of data warehouse architecture,.
Assist clients in identifying type of analytics and management data that will directly relate to improving…",30+ days ago
Business Analyst (Basel) with Capital Market Domain (8+ Year...,Capco,"Bengaluru, Karnataka",Understanding of full trade lifecycle preferred (not mandatory) · Ability to analyse large volumes of data and understand commonalities in data ·.,30+ days ago
Procurement Data Analyst,Smiths BIS,"Bengaluru, Karnataka","This is a data analysts role working in the Procurement operations team, providing procurement operations support to the BIS and Group Procurement functions,…",30+ days ago
Business Analyst - Forecasting and Budgeting,Invensis Technologies,"Bengaluru, Karnataka","Greetings from Invensis Technologies - Bangalore (J.P. Nagar).
We are hiring Business Analyst for our Organisation.
Please find the job description below.",2 days ago
Digital Marketing Analyst,Nispaara Solutions,"Bengaluru, Karnataka","Ability to analyze data, draw conclusions, execute recommendations and implement remedies.
Nispaara, a leading Digital Marketing Company seeks Digital Marketing…",5 days ago
Data Analyst,RELX Group,"Bengaluru, Karnataka","Parity Computing , a unit of RELX/Elsevier, is inviting applications for data analyst positions for its OrgDB product to curate organization metadata and name…",30+ days ago
Social Media Data Analyst,Apple,"Bengaluru, Karnataka","Mine data to identify patterns and correlations among the various data points.
AppleCare has a tremendous amount of social media data, and we have just begun…",30+ days ago
Analyst - Global Customer Data - Updates and Maintenance,Oracle,"Bengaluru, Karnataka","Job duties may include: typing, filing, verifying records, data entry, generation invoices and purchase orders, opening mail, simple data entry, basic journal…",30+ days ago
Workday Integration Analyst,Star Knowledge,"Bengaluru, Karnataka","Strong understanding of XML, XLST, and other data transformation methodologies.
Design test plans, execute test scenarios, validate test data, and document test…",4 days ago
Data Analyst,Oracle,"Bengaluru, Karnataka","Experience, expertise or knowhow in data management aspects underlying the above.
Primary competency in FS domain expertise - banking / insurance or both.",16 days ago
Data curator and Analyst,Genbios,"Bengaluru, Karnataka","Collection and curation biological data.
Please email your resume only to info@genbios.in.
Qualification: Graduate/ Post-graduate/ Diploma in Bioinformatics.",30+ days ago
Analyst II - Data Strategy & Democratization,KANTAR,"Bengaluru, Karnataka","Kantar is the world’s leading data, insights and consulting company.
We go beyond the obvious, using intelligence, passion and creativity to inspire new…",30+ days ago
Integration Specialist for a Product Based Company,Shaw Academy,"Bengaluru, Karnataka","Write code to retrieve appropriate data as derived from requirements.
Build reports and/or data extracts to support business analysis.",23 days ago
Data Scientist,HP,"Bengaluru, Karnataka","Ability to merge different data sources, analyze data and conduct regression analyses (incl. Probit/Logit and other GLM) is required.",8 days ago
Advanced Business Analyst- novoFMS,Novo Nordisk India,"Bengaluru, Karnataka","Does your motivation come from challenges and working in a dynamic environment?
Is your ambition to create visible results?
Trained in Agile/SAFe methodologies.",30+ days ago
Data Science modelers,Infosys Limited,"Bengaluru, Karnataka","Basic understanding of data warehouse architecture,.
Assist clients in identifying type of analytics and management data that will directly relate to improving…",30+ days ago
DATA SUPPORT ANALYST (Minimum 6 yr Exp.),Capco,"Bengaluru, Karnataka","Data support analyst: 6 years (Required).
Execute complex tasks – debugging/tracing data thru code, write complex sql queries, stored procedures, views, data…",30+ days ago
Artificial Intelligence (AI) Internship,Euphotic Labs Private Limited,"Bengaluru, Karnataka",We are building an automated cooking machine that will relieve people of the laborious task of cooking and give them their time back to spend on the things they…,25 days ago
Internship for Artificial Intelligence,Vepsun Technologies,"Bengaluru, Karnataka","Set up and manage our AI development and production infrastructure.
Build data ingest and data transformation infrastructure.
Deploy AI models into production.",24 days ago
Artificial Intelligence - Intern,Desk Nine Private Limited,"Bengaluru, Karnataka","Years of Experience: 0 - 1 Year, Freshers.
Assist AI development and production infrastructure.
Help product managers and business stakeholders understand the…",30+ days ago
Architecture Research Intern,Intel,"Bengaluru, Karnataka","Intel's Processor Architecture Research Lab is offering Architecture Research Internships at Intel Labs Bangalore, India in CPU architectures and heterogeneous…",5 days ago
Analyst - Lyxor TPM,Société Générale,"Bengaluru, Karnataka"," Responsible for ensuring the timely and accurate communication and settlement of trades on different type of instruments : Listed and derivatives, OTC,…",15 days ago
Director,SYNITI,"Bengaluru, Karnataka","Through a combination of unique data expertise, services, and intelligent software leveraging artificial intelligence and machine learning, we help clients…",30+ days ago
Computer Vision Internship,Big Vision LLC,"Bengaluru, Karnataka","Big Vision LLC is a San Diego, California based company that specializes in computer vision, machine learning, deep learning, and artificial intelligence…",30+ days ago
BootCamps Instructor/Trainer,Quddity Digital Labs Private Limited,"Bengaluru, Karnataka","Be a tutor in conducting IT BootCamps (online) for on various topics.
You will develop a training module along with our team & collaborate to deliver an…",5 days ago
Alert Analyst within FORCES entity,Société Générale,"Bengaluru, Karnataka","The main tasks of the alert analyst consist in:
At the level of transactions filtering:
O Analyzing the relevance of the alerts concerning real time or a…",30+ days ago
Sr Process Executive - Product Control,Société Générale,"Bengaluru, Karnataka","Prepare a daily Profit and Loss (P&L) report.
Work with Shared Services and IT to identify and fix P&L problems for analysis.
Starting date: 01/06/2020.",13 days ago
Specialist APP- Cyber Security,Société Générale,"Bengaluru, Karnataka","JD -> Cybersec/Security Analyst.
Over-all of 4-5 years experience in IT.
A minimum of 4 Years of experience in Cybersecurity/Information Security.",3 days ago
AI Scientist 2,IQVIA,"Bengaluru, Karnataka",IQVIA™ is the leading human data science company focused on helping healthcare clients find unparalleled insights and better solutions for patients.,1 day ago
Undergrad Interns,Intel,"Bengaluru, Karnataka","The data center is the underpinning for every data-driven service, from artificial intelligence to 5G to high-performance computing, and DCG delivers the…",30+ days ago
Product control- Associate,Société Générale,"Bengaluru, Karnataka","Prepare a daily Profit and Loss (P&L) report.
Work with Shared Services and IT to identify and fix P&L problems for analysis.
Date of publication: 30/04/2020.",30+ days ago
Director-Product Strategy,Flipkart,"Bengaluru, Karnataka","Corporate Strategy team facilitates the development of long term growth strategy, and high-impactPrincipal Program Manager Product Strategy -Director.",30+ days ago
MRM - Subject Matter Expert,Société Générale,"Bengaluru, Karnataka","Conduct end to end model review for credit risk models (IRB, IFRS9, ICAAP, Stress Testing, internal portfolio risk models etc.).
Your main missions will be:",3 days ago
"Head of Architecture, Security & Transformation",Société Générale,"Bengaluru, Karnataka","Lead and manage team of architects, security and transformation at SG GSC.
Work with global stakeholders to engage with the business and assisting in the…",Today
